cow_id,bull_id
DE00000039433,US00000003507
US00000034467,US00000003507
RU00000012286,US00000003507
NL00000050220,US00000003507
DE00000023177,US00000003507
US00000015534,US00000003507
NL00000046935,US00000003507
US00000029985,DE00000001742
RU00000021067,US00000003507
DE00000023624,US00000003507
GB00000021204,US00000003507
DE00000036387,US00000003507
US00000044303,US00000003507
RU00000010136,US00000003507
FR00000005356,US00000003507
US00000038945,US00000003507
RU00000006280,US00000003507
GB00000040026,US00000003507
NL00000033550,US00000003507
NL00000021978,US00000002804
DE00000049564,US00000003507
NL00000023022,US00000003507
RU00000010524,US00000003507
GB00000046507,US00000003507
DE00000017791,US00000003507
FR00000038113,US00000003507
US00000047389,US00000003507
RU00000004954,US00000003507
GB00000034020,US00000003507
NL00000015338,US00000003013
US00000021811,US00000003507
GB00000027399,US00000002804
DE00000027406,US00000003507
RU00000016025,US00000003507
FR00000027906,US00000003507
FR00000009718,US00000003507
GB00000029833,US00000003507
NL00000049911,US00000003507
GB00000026355,US00000003507
FR00000038465,US00000003507
NL00000022858,US00000003507
FR00000033637,US00000003507
RU00000047307,US00000003507
GB00000029973,US00000003459
US00000027100,DE00000001742
FR00000011547,US00000003507
US00000035035,US00000003507
GB00000016294,US00000003507
US00000008404,US00000003507
RU00000038559,US00000003507
RU00000008179,US00000003507
GB00000014907,US00000003013
US00000021136,US00000003507
GB00000034662,US00000003507
FR00000037420,US00000003507
DE00000030810,US00000003507
NL00000015885,US00000003507
NL00000033792,US00000003507
NL00000043812,US00000003507
GB00000039116,US00000003507
NL00000012582,US00000003507
DE00000024772,US00000003507
GB00000042195,US00000003507
GB00000016728,US00000003507
GB00000048342,US00000003013
NL00000030443,US00000003507
RU00000007335,US00000003507
NL00000050150,US00000003507
FR00000011749,US00000003507
DE00000028779,US00000003507
NL00000031594,US00000003507
RU00000025240,US00000003507
NL00000029393,US00000003507
FR00000027057,US00000003507
RU00000006445,US00000003507
NL00000049730,US00000003507
RU00000042995,US00000003507
NL00000026002,US00000003507
US00000005476,US00000003507
DE00000012064,US00000003507
GB00000034441,US00000003507
DE00000040194,US00000003507
DE00000008427,US00000003507
NL00000036690,US00000003507
DE00000012895,US00000003507
GB00000017639,US00000003507
FR00000031871,US00000003507
GB00000019488,US00000003507
NL00000035643,DE00000001742
US00000011220,US00000003507
RU00000017960,US00000003507
GB00000028778,US00000003507
FR00000043539,US00000003507
RU00000047190,US00000003507
US00000038500,US00000003507
RU00000011560,US00000003507
FR00000006905,US00000003507
GB00000005436,US00000003507
US00000049996,US00000003459
NL00000048854,US00000003507
RU00000050073,US00000003013
RU00000007626,US00000003507
GB00000025375,US00000003507
DE00000027978,US00000003507
US00000029430,US00000003507
RU00000025758,US00000003507
RU00000035428,US00000003507
DE00000015436,DE00000001742
FR00000009692,US00000003507
NL00000046211,US00000003507
NL00000048827,US00000003507
GB00000006548,US00000003507
NL00000047517,US00000003507
FR00000006747,US00000003507
US00000006992,US00000003507
RU00000007960,US00000003507
GB00000012926,US00000003507
US00000043632,US00000003507
NL00000045600,US00000003507
RU00000037370,US00000003507
FR00000009468,US00000003507
GB00000044325,US00000003507
RU00000050180,US00000003013
RU00000041771,US00000003507
US00000028556,US00000003507
NL00000024571,US00000003507
GB00000021966,US00000003507
US00000021718,US00000003507
RU00000008092,US00000003507
FR00000041480,US00000003507
DE00000013904,US00000003507
FR00000023076,US00000003507
FR00000007043,US00000003507
DE00000048132,US00000003507
DE00000030581,US00000003507
DE00000041189,US00000003507
FR00000041619,US00000003507
US00000048922,US00000003507
DE00000004978,US00000003507
RU00000007723,US00000003507
FR00000019660,US00000003507
RU00000013095,US00000003507
FR00000039453,US00000003507
NL00000040050,US00000003507
US00000010483,US00000003507
GB00000037277,US00000003507
US00000035126,US00000003507
GB00000003618,US00000003507
US00000041481,US00000003507
GB00000010447,US00000003507
FR00000020375,US00000003507
US00000015815,US00000003507
GB00000047951,US00000003507
GB00000050201,US00000003507
FR00000035072,US00000003507
US00000048157,US00000003507
NL00000050277,US00000003507
DE00000035641,US00000003507
US00000049651,US00000003507
GB00000040273,US00000003507
GB00000008419,US00000003507
FR00000022007,US00000003507
RU00000027081,US00000003507
US00000022908,US00000003507
US00000030207,US00000003507
GB00000013970,US00000003507
RU00000034267,US00000003507
FR00000049984,US00000003507
DE00000037066,US00000003507
US00000062271,US00000003507
DE00000025439,US00000003507
FR00000014134,US00000003507
GB00000006360,US00000003507
DE00000024958,US00000003507
GB00000031127,US00000003507
NL00000005167,US00000003507
DE00000034789,US00000003507
NL00000043060,US00000003507
US00000040413,US00000003507
US00000012455,US00000003507
NL00000046501,US00000003507
FR00000021533,US00000003507
DE00000031585,US00000003507
GB00000049914,US00000003507
GB00000014072,US00000003507
FR00000043128,US00000003507
DE00000039189,US00000003507
GB00000020770,US00000003507
GB00000048194,US00000003507
FR00000014515,US00000003507
US00000028102,US00000003507
RU00000006993,US00000003507
NL00000027304,US00000003507
GB00000047145,US00000003507
RU00000074896,US00000003507
NL00000015407,US00000003013
DE00000046831,US00000003507
GB00000016272,US00000003507
NL00000025090,US00000003507
DE00000044510,US00000003507
GB00000042602,US00000003507
GB00000040924,US00000003507
GB00000075959,US00000003507
DE00000015796,US00000003507
FR00000020914,US00000003507
NL00000041813,US00000003507
DE00000031911,US00000003507
US00000046172,US00000003507
FR00000035150,US00000003507
GB00000019214,US00000003507
RU00000022636,US00000003507
US00000038767,US00000003507
NL00000053601,US00000003507
GB00000035613,US00000003507
US00000020113,US00000003507
FR00000085992,US00000003507
DE00000030190,US00000003507
FR00000044437,US00000003507
FR00000027428,US00000003507
RU00000014913,US00000003507
DE00000020109,US00000003507
DE00000025866,US00000003507
DE00000036416,US00000003507
RU00000021924,US00000003507
RU00000043503,US00000003507
GB00000030259,US00000003507
US00000030791,US00000003507
GB00000062090,US00000003507
US00000047661,US00000003507
GB00000026429,US00000003507
DE00000031630,US00000003507
GB00000047539,US00000003507
NL00000049961,US00000003507
FR00000020105,US00000003507
FR00000032106,US00000003507
FR00000047359,US00000003507
US00000016157,US00000003507
FR00000021107,US00000003507
FR00000021299,US00000003507
RU00000019321,US00000003507
US00000049997,US00000003507
RU00000011806,US00000003507
RU00000072768,US00000003507
DE00000025544,US00000003507
FR00000044720,US00000003507
US00000023458,US00000003507
US00000038062,US00000003507
DE00000020874,US00000003507
GB00000012498,US00000003507
US00000031884,US00000003507
DE00000019037,US00000003507
DE00000033797,US00000003507
GB00000049485,US00000003507
DE00000048774,US00000003507
NL00000029813,US00000003507
DE00000049957,US00000003507
GB00000064871,US00000003507
RU00000079440,US00000003507
US00000032831,US00000003507
US00000007835,US00000003507
RU00000028057,US00000003507
NL00000036651,US00000003507
FR00000030154,US00000003507
FR00000024356,US00000003507
NL00000032240,US00000003507
US00000047133,US00000003507
FR00000019935,US00000003507
DE00000023890,US00000003507
NL00000045796,US00000003507
US00000041585,US00000003507
NL00000072936,US00000003507
RU00000035468,US00000003507
US00000020507,US00000003507
GB00000040294,US00000003507
RU00000049141,US00000003507
US00000051714,US00000003507
FR00000029284,US00000003507
NL00000039661,US00000003507
US00000049950,US00000003507
FR00000015341,US00000003507
US00000072567,US00000003507
GB00000015329,US00000003507
DE00000034504,US00000003507
US00000014274,US00000003507
NL00000009167,US00000003507
DE00000009859,US00000003507
DE00000072719,US00000003507
FR00000018676,US00000003013
DE00000047756,US00000003507
DE00000025146,US00000003507
DE00000047118,US00000003507
DE00000033582,US00000003507
US00000007354,US00000003507
NL00000024776,US00000003507
DE00000022439,US00000003507
DE00000033330,US00000003507
DE00000006844,US00000003507
DE00000043934,US00000003507
US00000016527,US00000003013
GB00000046451,US00000003507
DE00000072994,US00000003507
US00000012958,US00000003507
RU00000015390,US00000003507
US00000050216,DE00000001742
DE00000032301,US00000003507
FR00000005578,US00000003507
NL00000029412,US00000003507
NL00000043584,US00000003507
DE00000022353,US00000003507
FR00000046143,US00000003507
NL00000038718,US00000003507
RU00000047721,US00000003507
RU00000074541,US00000003507
US00000038651,US00000003507
NL00000009059,US00000003507
NL00000015691,US00000003507
RU00000027347,US00000003507
RU00000015788,US00000003507
NL00000039460,US00000003507
DE00000038617,DE00000001742
FR00000048918,US00000003507
DE00000030083,US00000003507
GB00000038518,US00000003507
GB00000034795,US00000003507
NL00000013515,US00000003507
US00000048437,US00000003013
DE00000026573,US00000003507
DE00000010929,US00000003507
FR00000019806,US00000003507
GB00000047233,US00000003507
US00000049891,US00000003507
RU00000050179,US00000003507
GB00000017526,US00000003507
NL00000045402,US00000003507
FR00000045287,US00000003507
US00000006921,US00000003507
GB00000083232,US00000003507
GB00000028888,US00000003507
US00000038986,US00000003507
RU00000030639,US00000003507
FR00000018424,US00000003507
US00000045846,US00000003507
US00000046065,US00000003507
DE00000015580,US00000003507
RU00000031400,US00000003507
US00000032813,US00000003507
NL00000025280,US00000003507
DE00000041396,US00000003507
NL00000019929,US00000003507
GB00000030643,US00000003507
US00000050173,US00000003507
NL00000029491,US00000003507
US00000051572,US00000003507
US00000062294,US00000003507
NL00000029896,US00000003507
NL00000037648,US00000003507
GB00000018871,US00000003507
US00000025236,US00000003507
GB00000028179,US00000003507
FR00000018095,US00000003507
DE00000037028,US00000003507
DE00000047332,US00000003507
NL00000029963,US00000003507
GB00000030427,US00000003507
DE00000049990,US00000003507
GB00000073515,US00000003507
DE00000045021,US00000003507
GB00000038872,US00000002804
NL00000043601,US00000003507
US00000041115,US00000003507
NL00000026679,US00000003507
GB00000035649,US00000003507
FR00000076179,US00000003507
US00000026909,US00000003507
FR00000050154,US00000003507
US00000018189,US00000003507
NL00000069237,US00000003507
FR00000017592,US00000003507
DE00000033269,US00000003013
GB00000027097,US00000003507
DE00000042273,US00000003507
FR00000038685,US00000003507
US00000021614,US00000003507
RU00000082182,US00000003507
FR00000035818,US00000003507
GB00000037791,US00000003507
NL00000040018,US00000003507
DE00000008663,US00000003507
NL00000042908,US00000003507
FR00000028553,US00000003507
US00000018942,US00000003507
NL00000037233,US00000003507
GB00000018370,US00000003507
DE00000028238,US00000003507
US00000062545,US00000003507
FR00000082502,US00000003507
GB00000040214,US00000003507
FR00000026809,US00000003507
NL00000033853,US00000003507
GB00000037061,US00000003507
NL00000015884,US00000003507
US00000026499,US00000003507
NL00000039308,US00000003507
DE00000017505,US00000003507
RU00000024360,US00000003507
RU00000046447,US00000003507
GB00000050234,US00000003507
RU00000009855,US00000003507
FR00000016593,US00000003507
NL00000052904,US00000003507
NL00000045645,US00000003507
DE00000014060,US00000003507
GB00000044703,US00000003507
RU00000047478,US00000003507
FR00000030629,US00000003507
DE00000036042,US00000003507
DE00000044875,US00000003507
NL00000023201,US00000003507
DE00000046770,US00000003507
GB00000006056,US00000003507
DE00000047989,US00000003507
GB00000021037,US00000003507
NL00000026506,US00000003507
US00000050285,US00000003507
FR00000019332,US00000003507
DE00000008172,US00000003507
NL00000043687,US00000003507
GB00000006412,US00000003507
US00000018708,US00000003507
GB00000069495,US00000003507
GB00000012011,US00000003507
RU00000072909,US00000003507
US00000017071,US00000003507
RU00000020833,US00000003507
GB00000045362,US00000003507
US00000083348,US00000003507
US00000043101,US00000003507
US00000046183,US00000003507
FR00000038900,US00000003507
NL00000044292,US00000003507
US00000048012,US00000003507
FR00000004831,US00000003507
NL00000010955,US00000003507
RU00000023853,US00000003507
US00000018465,US00000003507
RU00000043393,US00000003507
NL00000044817,US00000003507
FR00000046499,US00000003507
US00000010068,US00000003507
RU00000021815,US00000003507
FR00000008737,US00000003507
DE00000083316,US00000003507
DE00000021175,US00000003507
FR00000027725,US00000003507
DE00000058036,US00000003507
RU00000021673,US00000003507
NL00000042191,US00000003507
GB00000035100,US00000003507
FR00000048020,US00000003507
GB00000041304,US00000003507
DE00000029404,US00000003507
FR00000011601,US00000003507
US00000027426,US00000003013
RU00000006634,US00000003507
GB00000050289,DE00000001742
US00000005533,US00000003507
RU00000030707,US00000003507
RU00000033288,US00000003507
DE00000044987,US00000003507
RU00000046068,US00000003507
DE00000022624,US00000003507
DE00000021810,US00000003507
US00000062173,US00000003507
RU00000024208,US00000003507
GB00000010409,US00000003507
RU00000011026,US00000003507
DE00000020578,US00000003507
NL00000037093,US00000003507
GB00000020400,US00000003507
US00000035454,US00000003507
GB00000010969,US00000003507
DE00000044390,US00000003507
US00000009075,US00000003507
RU00000031593,US00000003507
GB00000029043,US00000003507
GB00000033986,US00000003507
DE00000007794,US00000003507
RU00000023744,US00000003507
DE00000012649,US00000003507
DE00000044735,US00000003507
DE00000017415,US00000003507
US00000044403,US00000003507
US00000042895,US00000003507
NL00000015385,US00000003507
US00000027141,DE00000001742
NL00000033696,US00000003507
RU00000011483,US00000003507
GB00000041361,US00000003507
GB00000033355,US00000003507
RU00000020439,US00000003507
DE00000045387,US00000003507
FR00000012400,US00000003507
US00000025233,US00000003507
NL00000040683,US00000003507
DE00000031105,US00000003507
NL00000021401,US00000003507
RU00000026196,US00000003507
GB00000008887,US00000003507
DE00000049508,US00000003507
FR00000017849,US00000003507
FR00000018456,US00000003507
DE00000010568,US00000003507
US00000008952,US00000003507
US00000009743,US00000003507
GB00000017942,US00000003507
DE00000027387,US00000003507
FR00000042307,US00000003507
US00000036123,US00000003507
NL00000016341,US00000003507
RU00000049994,US00000003507
US00000016942,US00000003507
GB00000016171,US00000003507
FR00000018512,US00000003507
NL00000016313,US00000003507
GB00000018794,US00000003507
NL00000027133,US00000003507
NL00000027134,US00000003507
US00000025810,US00000003507
NL00000047923,US00000003507
FR00000033300,US00000003507
FR00000012255,US00000003507
NL00000004836,US00000003507
NL00000033513,US00000003507
GB00000044702,US00000003507
NL00000048155,US00000003013
FR00000019583,US00000003507
RU00000047816,US00000003507
US00000015244,US00000003507
RU00000041801,US00000003507
US00000028761,US00000003507
GB00000027664,US00000003507
US00000043108,US00000003507
RU00000062544,US00000003507
FR00000025474,US00000003507
GB00000092993,US00000003507
DE00000015423,US00000003507
RU00000042309,US00000003507
US00000026154,US00000003507
NL00000083246,US00000003507
RU00000019801,US00000003507
DE00000030804,US00000003507
US00000012173,US00000003507
US00000024064,US00000003507
FR00000016631,US00000003507
NL00000021952,US00000003507
DE00000047142,US00000003507
FR00000037873,US00000003507
US00000006543,US00000003507
DE00000014616,US00000002804
GB00000012968,US00000003507
DE00000081833,US00000003507
NL00000018612,US00000003507
DE00000059599,US00000003507
US00000012297,US00000003507
NL00000043522,US00000003507
FR00000011874,US00000003507
RU00000021250,US00000003507
FR00000013415,US00000003507
DE00000020627,US00000003507
FR00000047200,US00000003507
RU00000016971,US00000003507
DE00000039531,US00000003507
DE00000038563,US00000003507
NL00000037800,US00000003507
NL00000015369,US00000003507
US00000027742,US00000003507
GB00000029003,US00000003507
DE00000010292,US00000003507
GB00000031586,US00000003507
NL00000018098,US00000003507
US00000013777,US00000003507
DE00000008035,US00000003507
GB00000085715,US00000003507
NL00000013735,US00000003507
FR00000045673,US00000003507
GB00000041775,US00000003507
RU00000019043,US00000003507
US00000009755,US00000003507
US00000033000,US00000003507
DE00000043137,US00000003507
RU00000090597,US00000003507
RU00000011721,US00000003507
NL00000037811,US00000003507
DE00000010958,US00000003507
GB00000031263,US00000003507
FR00000006989,US00000003507
DE00000072756,US00000003507
FR00000027438,US00000003013
RU00000017644,US00000003507
RU00000038292,US00000003507
DE00000022487,US00000003507
FR00000039075,US00000003507
US00000027677,US00000003507
RU00000036924,US00000003507
FR00000032288,US00000003507
FR00000012099,US00000003507
NL00000045560,US00000003507
US00000029383,US00000003507
RU00000031333,US00000003507
FR00000072822,US00000003507
NL00000028803,US00000003507
NL00000016352,US00000003507
FR00000020209,US00000003507
RU00000029357,US00000003507
RU00000053534,US00000003507
GB00000023006,US00000003507
DE00000032056,US00000003507
FR00000014030,US00000003507
US00000045856,US00000003507
FR00000037711,US00000003507
RU00000013148,US00000003507
FR00000045323,US00000003507
US00000051644,US00000003507
GB00000037617,US00000003507
GB00000017941,US00000003507
NL00000028694,US00000003507
NL00000007045,US00000003507
GB00000006895,US00000003507
RU00000062262,US00000003507
GB00000027158,US00000003507
NL00000012052,US00000003507
NL00000040519,US00000003507
NL00000027144,US00000003507
RU00000008722,US00000003507
DE00000013720,US00000003507
RU00000027450,US00000003507
RU00000008375,US00000003507
US00000030140,US00000003507
FR00000020441,US00000003507
DE00000032972,US00000003507
US00000006573,US00000003507
NL00000010843,US00000003507
DE00000031686,US00000003507
FR00000007738,US00000003507
GB00000032877,US00000003507
US00000022440,US00000003507
FR00000056083,US00000003507
NL00000021538,US00000003507
US00000032526,US00000003507
RU00000012671,US00000003507
DE00000032811,US00000003507
US00000019741,US00000003507
GB00000035788,US00000003507
RU00000034135,US00000003507
NL00000031801,US00000003507
FR00000046825,US00000003507
FR00000029235,US00000003507
US00000031362,US00000003507
DE00000033031,US00000003507
GB00000026889,US00000003507
FR00000009847,US00000003507
FR00000037490,US00000003507
NL00000024559,US00000003507
DE00000031102,US00000003507
RU00000050271,US00000003507
GB00000023004,US00000003507
FR00000050046,US00000003507
GB00000005944,US00000003507
FR00000046780,US00000003507
DE00000067680,US00000003507
DE00000045723,US00000003507
US00000083053,US00000003507
RU00000030855,US00000003507
RU00000031958,US00000003507
FR00000020427,US00000003507
NL00000024400,US00000003507
NL00000046388,US00000003013
RU00000013200,US00000003507
FR00000007724,US00000003507
RU00000025757,US00000003507
FR00000031570,US00000003507
DE00000043630,US00000003507
NL00000009554,US00000003507
GB00000018380,US00000003507
US00000026859,US00000003507
US00000015360,US00000003507
DE00000043789,US00000003507
DE00000038549,US00000003507
US00000049040,US00000003507
FR00000028776,US00000003507
FR00000023636,US00000003507
US00000051710,US00000003507
GB00000027350,US00000003507
FR00000033424,US00000003507
US00000041500,US00000003507
RU00000023472,US00000003507
RU00000015430,US00000003507
US00000006197,US00000003507
FR00000050098,US00000003507
DE00000032930,US00000003507
DE00000030957,US00000003507
GB00000043382,US00000003507
RU00000027917,US00000003507
GB00000021268,US00000003507
RU00000022354,US00000003507
US00000044532,US00000003507
FR00000022574,US00000003507
US00000023734,US00000003507
FR00000049654,US00000003507
RU00000022304,US00000003507
RU00000048745,US00000003507
GB00000091239,US00000003507
US00000028096,US00000003507
RU00000004764,US00000003507
US00000010793,US00000003507
FR00000021267,US00000003507
RU00000029634,US00000003507
US00000026189,US00000003507
FR00000026841,US00000003507
DE00000037361,US00000003507
FR00000010485,US00000003507
GB00000029010,US00000003507
GB00000081947,US00000003507
NL00000011954,US00000003507
DE00000019829,US00000003507
FR00000023339,US00000003507
FR00000028767,US00000003507
DE00000026302,US00000003507
NL00000035339,US00000003507
FR00000039064,US00000003507
US00000041954,US00000003507
FR00000014857,US00000003507
GB00000034268,US00000003013
DE00000011906,US00000003507
NL00000027395,US00000003507
US00000056093,US00000003507
GB00000021950,US00000003507
US00000010057,US00000003507
GB00000010281,US00000003507
DE00000015948,US00000003507
NL00000012875,US00000003507
NL00000038963,US00000003507
FR00000039916,US00000003507
RU00000021849,US00000003507
FR00000014617,US00000003507
RU00000076153,US00000003507
FR00000066355,US00000003507
DE00000013837,US00000003507
GB00000036705,US00000003013
DE00000042527,US00000003507
DE00000081145,US00000003507
RU00000014901,US00000003507
NL00000014356,US00000003507
RU00000016801,US00000003507
FR00000005995,US00000003507
US00000050047,DE00000001742
US00000007353,US00000003507
GB00000009619,US00000003507
US00000010563,US00000003507
FR00000086438,US00000003507
FR00000038005,US00000003507
RU00000048544,US00000003507
DE00000016379,US00000003507
US00000040788,US00000003507
US00000028770,US00000003507
RU00000037138,US00000003507
US00000051723,US00000003507
NL00000036488,US00000003507
DE00000014611,US00000003507
NL00000040714,US00000003507
GB00000004694,US00000003507
NL00000046921,US00000003507
NL00000039519,US00000003507
GB00000016893,US00000003507
RU00000032080,US00000003507
DE00000015419,US00000003507
GB00000040969,US00000003459
DE00000012327,US00000003013
RU00000030550,US00000003507
NL00000006246,US00000003507
US00000040839,US00000003507
NL00000014715,US00000003507
GB00000012630,US00000003507
DE00000010466,US00000003507
GB00000058882,US00000003507
US00000015945,US00000003507
DE00000041970,US00000003507
US00000083127,US00000003507
DE00000039295,US00000003507
RU00000048563,US00000003507
GB00000040813,US00000003507
NL00000024178,US00000003507
US00000004806,US00000003507
GB00000021560,US00000003507
FR00000014008,US00000003507
US00000045475,US00000003507
DE00000072882,US00000003507
NL00000006950,US00000003507
FR00000039265,US00000003507
US00000030513,US00000003507
RU00000046590,US00000003507
DE00000015451,US00000003507
RU00000009254,US00000003507
NL00000085480,US00000003507
RU00000005713,US00000003507
US00000017885,US00000003507
NL00000011855,US00000003507
NL00000023971,US00000003507
US00000026836,US00000003507
RU00000040327,US00000003507
RU00000013912,US00000003507
FR00000015741,US00000003507
DE00000049029,US00000003507
GB00000026131,US00000003507
GB00000010187,US00000003507
FR00000062140,US00000003507
RU00000030105,US00000003507
US00000012281,US00000003507
RU00000063460,US00000003507
FR00000005399,US00000003507
RU00000026610,US00000003507
RU00000004834,US00000003507
RU00000036426,US00000003507
GB00000007737,US00000003507
RU00000007232,US00000003507
DE00000022247,US00000003507
DE00000032475,US00000003507
RU00000032822,US00000003507
NL00000004584,US00000003507
US00000023282,US00000003507
RU00000006728,US00000003507
NL00000067486,US00000003507
GB00000023616,US00000003507
GB00000024737,US00000003507
FR00000038209,US00000003507
DE00000020584,US00000003507
RU00000046081,US00000003507
DE00000040154,US00000003507
FR00000021835,US00000003507
GB00000032792,US00000003507
FR00000031020,US00000003507
FR00000042762,US00000003507
FR00000007103,US00000003507
US00000007934,US00000003507
US00000089563,US00000003507
US00000068796,US00000003507
GB00000049021,US00000003507
US00000051749,US00000003507
NL00000065066,US00000003507
DE00000012932,US00000003507
DE00000031850,US00000003507
RU00000041476,US00000003507
FR00000042337,US00000003507
DE00000018693,US00000003507
GB00000024432,US00000003507
GB00000011840,US00000003507
US00000038724,US00000003507
FR00000026287,US00000003507
FR00000029857,US00000003507
RU00000022427,US00000003013
GB00000016465,US00000003507
FR00000062323,US00000003507
US00000047197,US00000003507
US00000004744,US00000003507
FR00000045707,US00000003507
RU00000009241,US00000003507
NL00000072948,US00000003507
NL00000017544,US00000003507
GB00000031130,US00000003507
DE00000038754,US00000003507
DE00000023901,US00000003507
NL00000042269,US00000003507
GB00000036026,US00000003507
RU00000019076,US00000003507
NL00000035683,US00000003507
RU00000022186,US00000003507
GB00000018472,US00000003507
RU00000033883,US00000003507
NL00000028876,US00000003507
US00000038571,US00000003507
FR00000040220,US00000003507
DE00000009856,US00000003507
DE00000024722,US00000003507
GB00000038342,US00000003507
RU00000030267,US00000003507
US00000010812,US00000003507
NL00000017581,US00000003507
FR00000043338,US00000003507
FR00000036949,US00000003507
NL00000013728,US00000003507
GB00000024854,US00000003507
DE00000083230,US00000003507
FR00000008911,US00000003507
NL00000008068,US00000003507
US00000030157,US00000003507
DE00000029543,US00000003507
RU00000029589,US00000003507
DE00000011173,US00000003507
GB00000023835,US00000003507
DE00000030800,US00000003507
US00000007276,US00000003507
NL00000023656,US00000003507
NL00000040633,US00000003507
DE00000044302,DE00000001742
NL00000020401,US00000003507
RU00000031371,US00000003507
GB00000011313,US00000003507
FR00000021218,US00000003507
DE00000016158,US00000003507
US00000012815,US00000003507
RU00000015791,US00000003507
US00000007351,US00000003507
NL00000035681,US00000003507
FR00000040530,US00000003507
US00000015527,US00000003507
FR00000045904,US00000003507
DE00000044310,DE00000001742
FR00000020894,US00000003507
GB00000046762,US00000003507
RU00000047047,US00000003507
NL00000015333,US00000003507
RU00000023772,US00000003507
RU00000012190,US00000003507
FR00000048456,US00000003507
RU00000038502,US00000003507
US00000042859,US00000003507
RU00000032957,US00000003507
RU00000010814,US00000003507
DE00000088656,US00000003507
US00000003271,US00000003507
GB00000014817,US00000003507
FR00000027112,US00000003507
US00000010254,US00000003507
US00000020981,US00000003507
GB00000024098,US00000003507
NL00000007340,US00000003507
GB00000047049,US00000003507
FR00000023315,US00000003507
US00000011627,US00000003507
GB00000036425,US00000003507
DE00000021084,US00000003507
GB00000072878,US00000003507
GB00000009744,US00000003507
GB00000047846,US00000002804
RU00000007796,US00000003507
US00000029935,US00000003507
US00000026052,US00000003507
US00000032929,US00000003507
DE00000028897,US00000003507
GB00000036588,US00000003507
NL00000017381,US00000003507
NL00000017668,US00000003507
RU00000009701,US00000003507
RU00000012069,US00000003507
NL00000041164,US00000003507
NL00000062257,US00000003507
US00000017503,US00000003507
US00000038585,US00000003507
DE00000050037,DE00000001742
GB00000022672,US00000003507
RU00000027702,US00000003507
RU00000028755,US00000003507
NL00000023899,US00000003507
DE00000036419,US00000003507
NL00000031236,US00000003507
US00000026588,US00000003013
FR00000044880,US00000003507
US00000046965,GB00000002348
GB00000004882,US00000003507
US00000080339,US00000003507
US00000020499,US00000003507
RU00000021658,US00000003507
NL00000031678,US00000003507
RU00000024797,US00000003507
GB00000022560,US00000003507
RU00000025376,US00000003507
RU00000024875,US00000003507
DE00000032140,US00000003507
NL00000036012,US00000003507
NL00000012161,US00000003507
FR00000047587,US00000003507
US00000030223,US00000003507
FR00000048958,US00000003507
FR00000042570,US00000003507
NL00000006492,US00000003507
NL00000030178,US00000003507
FR00000068569,US00000003507
GB00000013828,US00000003507
NL00000037498,US00000003507
US00000021756,US00000003507
GB00000034186,US00000003507
DE00000034807,US00000003507
US00000020972,US00000003507
DE00000020136,US00000003507
US00000036325,US00000003507
NL00000050224,US00000003507
DE00000019833,US00000003507
NL00000011503,US00000003507
FR00000028763,US00000003507
GB00000034901,US00000003507
RU00000040137,US00000003507
GB00000083169,US00000003507
FR00000042994,US00000003507
RU00000013905,US00000003507
GB00000006512,US00000003507
DE00000012456,US00000003507
DE00000015038,US00000003507
NL00000008740,US00000003507
DE00000035645,US00000003507
US00000009276,US00000003507
GB00000022034,US00000003507
US00000003002,US00000003507
FR00000021561,US00000003507
DE00000044083,US00000003507
NL00000068642,US00000003507
NL00000012344,US00000003507
NL00000020434,US00000003507
US00000020406,US00000003507
DE00000006863,US00000003507
DE00000032400,US00000003507
RU00000025082,US00000003507
NL00000033894,US00000003507
RU00000062111,US00000003507
FR00000032204,US00000003507
RU00000083262,US00000003507
FR00000047461,US00000003507
DE00000045245,US00000003507
FR00000012578,US00000003507
RU00000010642,US00000003507
FR00000035228,US00000003507
US00000026999,US00000003507
DE00000008605,US00000003507
NL00000026845,US00000003507
GB00000008306,US00000003507
FR00000027654,US00000003507
FR00000022001,US00000003507
DE00000018467,US00000003507
US00000041994,US00000003507
RU00000029332,US00000003507
NL00000048565,US00000003507
FR00000018257,US00000003507
US00000034310,US00000003507
FR00000010039,US00000003507
DE00000082840,US00000003507
FR00000064467,US00000003507
DE00000025530,US00000003507
DE00000009041,US00000003507
RU00000041112,US00000003507
GB00000035544,US00000003507
FR00000005978,US00000003507
FR00000039908,US00000003507
RU00000020834,US00000003507
DE00000029637,US00000003507
GB00000008449,US00000003507
GB00000022760,US00000003507
NL00000048626,US00000003507
DE00000013453,US00000003507
NL00000023066,US00000003507
GB00000017467,US00000003507
NL00000035695,US00000003507
NL00000021106,US00000003507
NL00000026790,US00000003507
GB00000016174,US00000003507
RU00000036309,US00000003507
DE00000028730,US00000003507
NL00000037589,US00000003507
NL00000073031,US00000003507
GB00000030746,US00000003507
FR00000017423,US00000003507
RU00000042372,US00000003507
FR00000014199,US00000003507
US00000038489,US00000003507
RU00000015646,US00000003507
RU00000033593,US00000003507
DE00000085472,US00000003507
NL00000034151,US00000003507
RU00000046749,US00000003507
GB00000050096,DE00000001742
RU00000038237,US00000003507
DE00000027013,US00000003507
RU00000018966,US00000003507
FR00000060295,US00000003507
DE00000008221,US00000003013
GB00000015891,US00000003507
US00000037587,US00000003507
NL00000015388,US00000003507
RU00000019809,US00000003507
FR00000035943,US00000003507
US00000038558,US00000003507
